4111111111111111;W;57.68;1499085401000
4111111111111111;W;92.46;1590986346000
4111111111111111;W;52.64;1611336242000
4111111111111111;D;21.86;1527244737000
4111111111111111;D;88.85;1529358251000
4111111111111111;W;63.77;1552649079000
4111111111111111;D;59.48;1474728388000
4111111111111111;D;38.16;1575685248000
4111111111111111;W;45.12;1479850061000
4111111111111111;W;28.84;1546125981000
4111111111111111;W;96.97;1608453279000
4111111111111111;W;34.44;1612732143000
4111111111111111;D;53.1;1545799341000
4111111111111111;D;33.89;1479632810000
4111111111111111;W;63.04;1622186141000
4111111111111111;D;87.4;1548114051000
4012888888881881;W;41.88;1566910335000
4012888888881881;W;88.12;1614988955000
4012888888881881;D;52.44;1622545030000
4012888888881881;W;60.94;1577610791000
4012888888881881;W;50.77;1610102413000
4012888888881881;W;58.96;1589788138000
4012888888881881;W;99.31;1528101981000
4012888888881881;W;32.02;1583688027000
4012888888881881;D;57.45;1609294193000
4012888888881881;W;95.98;1556648298000
4012888888881881;W;75.84;1533501916000
4012888888881881;W;32.07;1499041665000
4012888888881881;D;42.18;1612394714000
4012888888881881;W;66.59;1523594415000
4012888888881881;D;37.93;1509682773000
4012888888881881;D;60.59;1522422635000
4012888888881881;W;68.73;1502122292000
4012888888881881;D;41.54;1518419777000
4012888888881881;W;99.9;1584691574000
4012888888881881;W;56.52;1571932892000
4012888888881881;W;26.66;1527616725000
4012888888881881;W;95.64;1608290371000
4012888888881881;W;33.52;1608546250000
4012888888881881;D;32.04;1515738237000
4222222222222222;D;20.27;1523914154000
4222222222222222;W;99.6;1565510987000
4222222222222222;W;98.21;1575210472000
4222222222222222;D;44.89;1502848372000
4222222222222222;W;82.54;1548761354000
4222222222222222;D;71.37;1502026734000
4222222222222222;W;57.76;1555584885000
4222222222222222;W;40.61;1587885408000
4222222222222222;W;24.29;1501974962000
4222222222222222;W;28.79;1571541829000
4222222222222222;W;81.63;1570548929000
4222222222222222;W;34.19;1476348160000
4222222222222222;W;81.85;1498595135000
4222222222222222;W;38.89;1494827230000
4222222222222222;W;22.11;1517305142000
4222222222222222;W;97.16;1512671865000
4222222222222222;D;41.62;1533490065000
4222222222222222;D;93.33;1568815757000
4222222222222222;W;32.37;1493495467000
4222222222222222;W;88.27;1612435214000
4222222222222222;D;77.46;1581896151000
4222222222222222;W;89.02;1544216504000
4222222222222222;D;37.4;1557412240000
4222222222222222;D;69.13;1512497958000
4222222222222222;W;94.54;1499096054000
4222222222222222;W;81.4;1574088541000
4222222222222222;W;47.5;1530859029000
4222222222222222;W;28.42;1538610835000
4444111122223333;D;74.76;1605534802000
4444111122223333;W;87.28;1581048039000
4444111122223333;W;54.22;1547843654000
4444111122223333;W;99.54;1621656730000
4444111122223333;D;70.84;1622824903000
4444111122223333;D;49.21;1520634939000
4444111122223333;W;42.11;1527507735000
4444111122223333;W;59.57;1623513689000
4444111122223333;W;47.5;1480641438000
4444111122223333;W;60.96;1516798094000
4444111122223333;D;60.32;1478335532000
4444111122223333;W;42.8;1503485216000
4444111122223333;D;25.81;1579650831000
4444111122223333;D;99.05;1590283183000
4444111122223333;W;20.96;1619859879000
4444111122223333;W;59.95;1515943678000
4444111122223333;D;97.17;1517507582000
4444111122223333;W;81.79;1480710043000
4444111122223333;D;38.13;1510300363000
4444111122223333;W;87.66;1609494134000
4444111122223333;W;78.8;1486614968000
4444111122223333;D;95.17;1618407103000
4444111122223333;W;49.66;1589429475000
4444111122223333;W;90.26;1610697211000
4444111122223333;W;21.89;1519011402000
4444111122223333;W;88.82;1590883978000
1234123412341234;W;70.22;1577567477000
1234123412341234;D;48.09;1624124496000
1234123412341234;D;54.7;1608802436000
1234123412341234;W;46.14;1526799303000
1234123412341234;D;75.19;1472046741000
1234123412341234;W;94.18;1475662805000
1234123412341234;D;90.1;1536949477000
1234123412341234;W;61.44;1570442734000
1234123412341234;D;31.08;1577173312000
1234123412341234;W;56.83;1583518185000
1234123412341234;W;56.5;1612409027000
1234123412341234;D;47.86;1529908169000
1234123412341234;W;54.73;1478961039000
1234123412341234;W;21.73;1612524587000
1234123412341234;W;41.34;1472150104000
1234123412341234;D;84.47;1508831881000
1234123412341234;D;48.18;1527102888000
1234123412341234;D;33.33;1534541717000
1234123412341234;D;21.26;1489330008000
1234123412341234;D;85.44;1617750973000
1234123412341234;D;67.38;1488218071000
1234123412341234;D;99.16;1548142567000
1234123412341234;D;66.74;1493831091000
1234123412341234;D;91.36;1548963066000
1234123412341234;W;55.56;1492840965000
1234123412341234;D;71.1;1586523026000
1234123412341234;W;43.41;1576506521000
1234123412341234;D;77.03;1541000377000
1234123412341234;D;41.2;1592977076000
1234123412341234;W;77.76;1547937454000
1234123412341234;D;33.69;1536957100000
1234123412341234;D;20.35;1501647512000
1234123412341234;D;23.08;1526478856000
1234123412341234;W;93.92;1592384961000
1234123412341234;D;21.1;1536663069000
1234123412341234;D;40.63;1517257156000
